City,Date time,PM2.5,PM10,NO2,CO,SO2
Hà Nội,8/23/2021 7:00,38,27,10,3,
Hà Nội,8/23/2021 7:00,59,58,18,7,
Hà Nội,8/23/2021 7:00,33,25,,5,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,8/26/2021 8:00,65,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,8/26/2021 8:00,42,,6.4,0.1,5.1
Gia Lai,8/26/2021 8:00,10,8,3,2,16
Thừa Thiên Huế,8/26/2021 8:00,,,,7,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,8/26/2021 9:00,23,1,1,53,1.6
Hạ Long,8/26/2021 8:00,,,12,,
Quảng Ninh,8/26/2021 7:00,7,8,8,1,19
Bắc Ninh,8/26/2021 8:00,19,18,9,1,12
Bắc Ninh,8/26/2021 8:00,,,5,7,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,8/25/2021 20:00,19,14,14,2,
Hà Nội,8/25/2021 20:00,16,13,20,3,
Hà Nội,8/26/2021 1:00,35,29,7,1,
Đà Nẵng,8/26/2021 8:00,25,16,11,1,35
Nha Trang,8/26/2021 8:00,,,1,1,6
Hà Nội,8/25/2021 20:00,40,41,8,3,
Hà Nội,8/25/2021 20:00,22,17,9,3,
Hà Nội,8/25/2021 20:00,43,36,28,16,
Hà Nội,8/25/2021 20:00,24,17,,3,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,8/27/2021 7:00,50,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,8/27/2021 7:00,63,,10.1,0.1,5.6
Gia Lai,8/27/2021 7:00,14,13,3,2,16
Thừa Thiên Huế,8/27/2021 8:00,,,,5,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,8/26/2021 23:00,23,1,1,43,1.7
Hạ Long,8/27/2021 7:00,,,10,,
Quảng Ninh,8/27/2021 6:00,13,16,8,1,19
Bắc Ninh,8/27/2021 7:00,38,32,7,1,11
Bắc Ninh,8/27/2021 8:00,,,5,7,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,8/25/2021 20:00,19,14,14,2,
Hà Nội,8/25/2021 20:00,16,13,20,3,
Hà Nội,8/26/2021 1:00,35,29,7,1,
Đà Nẵng,8/27/2021 7:00,32,18,11,1,36
Nha Trang,8/27/2021 7:00,,,1,1,6
Hà Nội,8/25/2021 20:00,40,41,8,3,
Hà Nội,8/25/2021 20:00,22,17,9,3,
Hà Nội,8/25/2021 20:00,43,36,28,16,
Hà Nội,8/25/2021 20:00,24,17,,3,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,8/28/2021 7:00,57,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,8/28/2021 8:00,46,,8.3,0.1,5.1
Gia Lai,8/28/2021 8:00,9,8,2,1,16
Thừa Thiên Huế,8/28/2021 8:00,,,,6,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,8/28/2021 8:00,18,1,1,38,1.7
Hạ Long,8/28/2021 8:00,,,10,,
Quảng Ninh,8/28/2021 7:00,11,13,9,1,21
Bắc Ninh,8/28/2021 8:00,21,17,4,1,11
Bắc Ninh,8/28/2021 8:00,,,7,7,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,8/25/2021 20:00,19,14,14,2,
Hà Nội,8/25/2021 20:00,16,13,20,3,
Hà Nội,8/26/2021 1:00,35,29,7,1,
Đà Nẵng,8/28/2021 8:00,18,11,11,1,35
Nha Trang,8/28/2021 7:00,,,1,1,6
Hà Nội,8/25/2021 20:00,40,41,8,3,
Hà Nội,8/25/2021 20:00,22,17,9,3,
Hà Nội,8/25/2021 20:00,43,36,28,16,
Hà Nội,8/25/2021 20:00,24,17,,3,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,8/31/2021 7:00,68,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,8/31/2021 7:00,124,,9.2,0.1,5.1
Gia Lai,8/31/2021 7:00,26,18,4,2,16
Thừa Thiên Huế,8/31/2021 8:00,,,,10,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,8/31/2021 8:00,2,1,3,45,1.9
Hạ Long,8/31/2021 7:00,,,10,,
Quảng Ninh,8/31/2021 6:00,21,25,11,2,24
Bắc Ninh,8/31/2021 7:00,79,53,8,2,12
Bắc Ninh,8/31/2021 7:00,,,11,7,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,8/30/2021 20:00,30,20,10,1,
Hà Nội,8/30/2021 20:00,24,18,19,4,
Hà Nội,8/31/2021 7:00,32,29,12,2,
Đà Nẵng,8/31/2021 7:00,29,20,11,1,34
Nha Trang,8/31/2021 7:00,,,1,1,6
Hà Nội,8/30/2021 20:00,40,53,9,4,
Hà Nội,8/30/2021 20:00,34,21,7,3,
Hà Nội,8/30/2021 20:00,53,60,24,15,
Hà Nội,8/30/2021 20:00,35,23,,5,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,9/1/2021 7:00,25,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/1/2021 7:00,127,,6.9,0.1,5.1
Gia Lai,9/1/2021 7:00,18,16,4,2,17
Thừa Thiên Huế,9/1/2021 7:00,,,,8,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/1/2021 7:00,2,1,2,41,1.9
Hạ Long,9/1/2021 7:00,,,14,,
Quảng Ninh,9/1/2021 6:00,15,18,9,1,23
Bắc Ninh,9/1/2021 7:00,80,52,5,2,12
Bắc Ninh,9/1/2021 7:00,,,8,7,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/1/2021 6:00,59,47,13,1,
Hà Nội,9/1/2021 6:00,33,26,22,4,
Hà Nội,9/1/2021 6:00,35,37,10,2,
Đà Nẵng,9/1/2021 7:00,35,24,10,1,35
Nha Trang,9/1/2021 6:00,,,1,1,6
Hà Nội,9/1/2021 6:00,83,63,13,6,
Hà Nội,9/1/2021 6:00,49,33,15,3,
Hà Nội,9/1/2021 6:00,92,67,21,24,
Hà Nội,9/1/2021 6:00,58,41,,4,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,9/4/2021 13:00,42,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/4/2021 14:00,76,,3.2,0.1,4.6
Gia Lai,9/4/2021 14:00,4,4,2,1,15
Thừa Thiên Huế,9/4/2021 14:00,,,,2,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/4/2021 14:00,2,1,3,38,1
Hạ Long,9/4/2021 14:00,,,6,,
Quảng Ninh,9/4/2021 13:00,9,9,4,1,23
Bắc Ninh,9/4/2021 14:00,35,34,5,1,3
Bắc Ninh,9/4/2021 14:00,,,1,5,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/4/2021 12:00,23,13,3,1,
Hà Nội,9/4/2021 12:00,22,16,24,3,
Hà Nội,9/4/2021 13:00,42,23,10,2,
Đà Nẵng,9/4/2021 14:00,16,14,11,1,36
Nha Trang,9/4/2021 14:00,,,1,1,6
Hà Nội,9/4/2021 12:00,63,51,14,4,
Hà Nội,9/4/2021 12:00,22,15,5,5,
Hà Nội,9/4/2021 12:00,62,53,11,8,
Hà Nội,9/4/2021 12:00,30,20,,4,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,9/6/2021 8:00,34,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/6/2021 8:00,82,,7.4,0.1,5.1
Gia Lai,9/6/2021 8:00,8,9,2,1,16
Thừa Thiên Huế,9/6/2021 8:00,,,,8,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/6/2021 8:00,2,1,1,38,0.3
Hạ Long,9/6/2021 8:00,,,13,,
Quảng Ninh,9/6/2021 7:00,17,22,12,2,24
Bắc Ninh,9/6/2021 8:00,110,63,5,4,3
Bắc Ninh,9/6/2021 8:00,,,7,7,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/6/2021 6:00,40,29,7,1,
Hà Nội,9/6/2021 6:00,28,22,19,3,
Hà Nội,9/6/2021 7:00,48,34,8,2,
Đà Nẵng,9/6/2021 8:00,18,11,10,2,35
Nha Trang,9/6/2021 8:00,,,1,1,6
Hà Nội,9/6/2021 6:00,45,51,11,4,
Hà Nội,9/6/2021 6:00,49,31,9,3,
Hà Nội,9/6/2021 6:00,63,64,19,14,
Hà Nội,9/6/2021 6:00,37,28,,3,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,9/8/2021 9:00,21,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/8/2021 9:00,95,,7.4,0.1,5.6
Gia Lai,9/8/2021 9:00,13,14,6,3,17
Thừa Thiên Huế,9/8/2021 9:00,,,,4,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/8/2021 7:00,2,1,1,47,0.1
Hạ Long,9/8/2021 9:00,,,11,,
Quảng Ninh,9/8/2021 8:00,10,12,5,1,20
Bắc Ninh,9/8/2021 9:00,45,37,3,2,4
Bắc Ninh,9/8/2021 9:00,,,6,5,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/8/2021 8:00,42,27,18,1,
Hà Nội,9/8/2021 8:00,39,28,25,5,
Hà Nội,9/8/2021 8:00,44,43,15,2,
Đà Nẵng,9/8/2021 9:00,21,14,11,2,36
Nha Trang,9/8/2021 8:00,,,1,1,6
Hà Nội,9/8/2021 8:00,64,62,9,7,
Hà Nội,9/8/2021 8:00,65,42,10,3,
Hà Nội,9/8/2021 8:00,63,52,31,18,
Hà Nội,9/8/2021 8:00,46,31,,5,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,9/10/2021 15:00,38,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/10/2021 15:00,65,,6.4,0.1,5.1
Gia Lai,9/10/2021 16:00,4,6,4,2,16
Thừa Thiên Huế,9/10/2021 16:00,,,,9,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/10/2021 16:00,184,152,4,40,0.7
Hạ Long,9/10/2021 16:00,,,12,,
Quảng Ninh,9/10/2021 14:00,8,10,2,2,23
Bắc Ninh,9/10/2021 16:00,38,32,3,1,13
Bắc Ninh,9/10/2021 16:00,,,2,4,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/10/2021 14:00,22,16,4,1,
Hà Nội,9/10/2021 14:00,16,13,17,3,
Hà Nội,9/10/2021 15:00,55,37,5,2,
Đà Nẵng,9/10/2021 16:00,23,15,11,2,34
Nha Trang,9/10/2021 15:00,,,1,2,6
Hà Nội,9/10/2021 14:00,57,41,10,5,
Hà Nội,9/9/2021 2:00,1,1,10,13,
Hà Nội,9/10/2021 14:00,60,54,17,7,
Hà Nội,9/10/2021 14:00,23,16,,3,
Cao Bằng,8/19/2021 19:00,64,103,1,,1
Hồ Chí Minh ,9/17/2021 12:00,50,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/17/2021 13:00,55,,10.1,0.1,5.1
Gia Lai,9/17/2021 13:00,16,13,4,1,15
Thừa Thiên Huế,9/17/2021 13:00,,,,2,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/17/2021 13:00,10,1,1,44,53
Hạ Long,9/17/2021 13:00,,,12,,
Quảng Ninh,9/17/2021 1:00,13,17,4,1,23
Bắc Ninh,9/17/2021 13:00,18,23,9,3,15
Bắc Ninh,9/17/2021 13:00,,,1,5,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/17/2021 11:00,28,22,8,1,
Hà Nội,9/17/2021 11:00,25,19,25,5,
Hà Nội,9/17/2021 12:00,38,25,12,2,
Đà Nẵng,9/17/2021 13:00,33,24,11,1,35
Nha Trang,9/17/2021 12:00,,,1,1,6
Hà Nội,9/17/2021 11:00,51,45,8,4,
Hà Nội,9/17/2021 11:00,50,31,9,6,
Hà Nội,9/17/2021 11:00,52,53,19,9,
Hà Nội,9/17/2021 11:00,27,19,,4,
Cao Bằng,9/17/2021 13:00,52,109,,,1
Hồ Chí Minh ,9/21/2021 10:00,25,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/21/2021 9:00,160,,8.3,0.1,6.6
Gia Lai,9/21/2021 10:00,10,9,5,3,16
Thừa Thiên Huế,9/21/2021 10:00,,,,4,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/21/2021 10:00,10,1,1,55,53
Hạ Long,9/21/2021 10:00,,,10,,
Quảng Ninh,9/17/2021 1:00,13,17,4,1,23
Bắc Ninh,9/21/2021 10:00,38,37,5,1,13
Bắc Ninh,9/21/2021 10:00,,,8,6,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/21/2021 7:00,69,51,8,1,
Hà Nội,9/21/2021 7:00,86,56,16,5,
Hà Nội,9/21/2021 9:00,107,59,11,4,
Đà Nẵng,9/21/2021 10:00,18,12,11,1,33
Nha Trang,9/21/2021 10:00,,,1,2,6
Hà Nội,9/21/2021 7:00,119,84,16,7,
Hà Nội,9/21/2021 7:00,28,66,15,6,
Hà Nội,9/21/2021 7:00,100,70,31,33,
Hà Nội,9/21/2021 7:00,105,58,,6,
Cao Bằng,9/21/2021 10:00,86,127,,,2
Hồ Chí Minh ,9/23/2021 15:00,50,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/23/2021 15:00,59,,7.4,0.1,5.1
Gia Lai,9/23/2021 16:00,7,6,5,3,18
Thừa Thiên Huế,9/23/2021 16:00,,,,6,
Hà Nội,8/15/2021 14:00,69,1,,3,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/23/2021 16:00,2,1,2,45,54
Hạ Long,9/23/2021 16:00,,,11,,
Quảng Ninh,9/23/2021 14:00,14,21,8,1,37
Bắc Ninh,9/23/2021 16:00,35,30,4,1,7
Bắc Ninh,9/23/2021 16:00,,,4,5,5
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/23/2021 14:00,30,21,4,1,
Hà Nội,9/23/2021 14:00,19,13,19,3,
Hà Nội,9/23/2021 15:00,44,36,8,2,
Đà Nẵng,9/23/2021 15:00,10,6,10,1,34
Nha Trang,9/23/2021 15:00,,,1,3,7
Hà Nội,9/23/2021 14:00,89,53,12,8,
Hà Nội,9/23/2021 14:00,22,15,8,3,
Hà Nội,9/23/2021 14:00,91,71,15,4,
Hà Nội,9/23/2021 14:00,29,19,,4,
Cao Bằng,9/23/2021 16:00,57,113,,,1
Hồ Chí Minh ,9/30/2021 13:00,53,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,9/30/2021 13:00,93,,9.2,0.1,5.6
Gia Lai,9/30/2021 13:00,14,12,3,2,15
Thừa Thiên Huế,9/29/2021 16:00,,,,4,
Hà Nội,9/30/2021 12:00,,,,6,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,9/30/2021 13:00,,1,2,46,55
Hạ Long,9/30/2021 13:00,,,9,,
Quảng Ninh,9/30/2021 13:00,25,26,3,1,17
Bắc Ninh,9/30/2021 13:00,63,52,2,1,8
Bắc Ninh,9/30/2021 13:00,,,2,5,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,9/30/2021 11:00,65,47,7,2,
Hà Nội,9/30/2021 11:00,78,52,29,8,
Hà Nội,9/30/2021 12:00,89,63,11,6,
Đà Nẵng,9/30/2021 13:00,44,32,10,1,39
Nha Trang,9/30/2021 13:00,,,1,1,6
Hà Nội,9/30/2021 11:00,114,65,17,12,
Hà Nội,9/30/2021 11:00,60,40,16,7,
Hà Nội,9/30/2021 11:00,101,75,28,27,
Hà Nội,9/30/2021 11:00,108,60,,9,
Cao Bằng,9/30/2021 13:00,83,86,1,,1
Hồ Chí Minh ,10/8/2021 8:00,156,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,10/8/2021 9:00,114,,6,0.1,5.6
Gia Lai,10/8/2021 9:00,7,5,5,3,17
Thừa Thiên Huế,10/7/2021 20:00,,,,5,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,10/8/2021 9:00,2,1,2,55,59
Hạ Long,10/8/2021 9:00,,,11,,
Quảng Ninh,10/8/2021 9:00,,,2,,13
Bắc Ninh,10/8/2021 9:00,88,58,6,3,10
Bắc Ninh,10/8/2021 9:00,,,4,3,7
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,10/8/2021 7:00,111,65,19,1,
Hà Nội,10/8/2021 7:00,94,57,26,5,
Hà Nội,10/8/2021 8:00,140,81,13,5,
Đà Nẵng,10/8/2021 9:00,37,20,11,3,38
Nha Trang,10/8/2021 8:00,,,1,4,7
Hà Nội,10/8/2021 7:00,146,90,16,9,
Hà Nội,10/8/2021 7:00,133,69,20,6,
Hà Nội,10/8/2021 7:00,152,101,29,31,
Hà Nội,10/8/2021 7:00,132,69,,9,
Cao Bằng,10/8/2021 9:00,139,101,,,1
Hồ Chí Minh ,10/8/2021 16:00,17,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,10/11/2021 8:00,46,,7.8,0.1,5.1
Gia Lai,10/11/2021 8:00,17,18,7,5,16
Thừa Thiên Huế,10/11/2021 9:00,,,,5,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,10/11/2021 8:00,2,1,,42,53
Hạ Long,10/11/2021 8:00,,,10,,
Quảng Ninh,10/11/2021 8:00,,,5,,10
Bắc Ninh,10/11/2021 8:00,1,1,2,2,8
Bắc Ninh,10/11/2021 8:00,,,1,6,4
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,10/10/2021 20:00,13,8,5,2,
Hà Nội,10/10/2021 20:00,11,8,18,3,
Hà Nội,10/11/2021 7:00,21,9,14,3,
Đà Nẵng,10/11/2021 8:00,62,40,11,9,35
Nha Trang,10/11/2021 8:00,,,1,3,7
Hà Nội,10/10/2021 20:00,41,45,9,8,
Hà Nội,10/9/2021 17:00,54,32,20,6,
Hà Nội,10/10/2021 20:00,37,38,19,5,
Hà Nội,10/10/2021 2:00,22,15,,3,
Cao Bằng,10/11/2021 8:00,17,17,,,2
Hồ Chí Minh ,10/13/2021 11:00,30,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,10/14/2021 9:00,50,,6,0.1,5.1
Gia Lai,10/14/2021 9:00,22,15,11,4,17
Thừa Thiên Huế,10/14/2021 9:00,,,,10,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,10/14/2021 9:00,12,2,1,44,1.5
Hạ Long,10/14/2021 9:00,,,8,,
Quảng Ninh,10/14/2021 9:00,,,2,,9
Bắc Ninh,10/14/2021 9:00,15,26,1,1,7
Bắc Ninh,10/14/2021 9:00,,,3,6,6
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,10/13/2021 15:00,16,15,5,2,
Hà Nội,10/13/2021 15:00,33,23,25,4,
Hà Nội,10/13/2021 17:00,36,28,15,4,
Đà Nẵng,10/14/2021 9:00,50,36,11,9,38
Nha Trang,10/14/2021 8:00,,,1,3,6
Hà Nội,10/13/2021 15:00,61,55,13,10,
Hà Nội,10/13/2021 15:00,48,31,27,6,
Hà Nội,10/13/2021 15:00,42,53,22,20,
Hà Nội,10/10/2021 2:00,22,15,,3,
Cao Bằng,10/14/2021 9:00,18,20,,,1
Hồ Chí Minh ,10/13/2021 11:00,30,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,10/18/2021 10:00,53,,6.9,0.1,5.1
Gia Lai,10/18/2021 10:00,3,4,1,1,17
Thừa Thiên Huế,10/18/2021 10:00,,,,13,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,10/18/2021 11:00,12,1,1,48,99.1
Hạ Long,10/18/2021 10:00,,,8,,
Quảng Ninh,10/18/2021 10:00,,,3,,10
Bắc Ninh,10/18/2021 10:00,32,22,3,2,7
Bắc Ninh,10/18/2021 10:00,,,3,6,7
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,10/18/2021 8:00,40,23,11,3,
Hà Nội,10/18/2021 8:00,19,35,30,6,
Hà Nội,10/18/2021 9:00,18,12,13,4,
Đà Nẵng,10/18/2021 10:00,2,1,11,1,35
Nha Trang,10/18/2021 10:00,,,1,5,7
Hà Nội,10/18/2021 8:00,54,39,25,26,
Hà Nội,10/18/2021 8:00,31,17,19,4,
Hà Nội,10/18/2021 8:00,56,45,22,17,
Hà Nội,10/18/2021 8:00,42,27,,4,
Cao Bằng,10/18/2021 10:00,70,113,,,1
Hồ Chí Minh ,10/13/2021 11:00,30,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,10/20/2021 8:00,173,,22,0.2,6.6
Gia Lai,10/20/2021 8:00,25,21,6,4,17
Thừa Thiên Huế,10/20/2021 9:00,,,,11,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,10/20/2021 8:00,12,1,2,50,99.1
Hạ Long,10/20/2021 8:00,,,16,,
Quảng Ninh,10/20/2021 8:00,,,10,,10
Bắc Ninh,10/19/2021 11:00,24,17,2,2,22
Bắc Ninh,10/20/2021 8:00,,,10,8,7
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,10/19/2021 21:00,75,42,14,6,
Hà Nội,10/20/2021 8:00,155,87,38,17,
Hà Nội,10/20/2021 8:00,107,83,21,10,
Đà Nẵng,10/20/2021 8:00,45,33,12,4,12
Nha Trang,10/20/2021 8:00,,,1,4,7
Hà Nội,10/19/2021 21:00,107,78,33,10,
Hà Nội,10/19/2021 21:00,70,47,33,12,
Hà Nội,10/19/2021 21:00,114,85,27,26,
Hà Nội,10/19/2021 21:00,80,55,,14,
Cao Bằng,10/20/2021 9:00,76,138,,,1
Hồ Chí Minh ,10/25/2021 13:00,46,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,10/25/2021 14:00,109,,11,0.1,6.1
Gia Lai,10/25/2021 14:00,8,7,1,1,16
Thừa Thiên Huế,10/25/2021 13:00,,,,6,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,10/25/2021 14:00,2.1,1,1,45,56
Hạ Long,10/25/2021 14:00,,,12,,
Quảng Ninh,10/25/2021 14:00,,,10,12,29
Bắc Ninh,10/19/2021 11:00,24,17,2,2,22
Bắc Ninh,10/25/2021 14:00,,,1,4,7
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,10/25/2021 11:00,79,49,7,3,
Hà Nội,10/25/2021 11:00,70,49,32,5,
Hà Nội,10/25/2021 13:00,116,69,11,3,
Đà Nẵng,10/25/2021 14:00,24,15,14,2,12
Nha Trang,10/25/2021 13:00,,,1,2,7
Hà Nội,10/25/2021 11:00,124,78,26,13,
Hà Nội,10/25/2021 11:00,55,49,21,3,
Hà Nội,10/25/2021 11:00,122,79,21,16,
Hà Nội,10/25/2021 11:00,82,53,,3,
Cao Bằng,10/25/2021 14:00,104,142,,,1
Hồ Chí Minh ,11/1/2021 13:00,82,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,11/1/2021 12:00,34,,6.4,0.1,5.1
Gia Lai,11/1/2021 13:00,8,7,1,1,17
Thừa Thiên Huế,11/1/2021 13:00,,,,5,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,11/1/2021 13:00,2,1,1,47,453
Hạ Long,11/1/2021 13:00,,,14,,
Quảng Ninh,11/1/2021 13:00,,,3,8,27
Bắc Ninh,10/19/2021 11:00,24,17,2,2,22
Bắc Ninh,11/1/2021 13:00,,,1,6,6
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,11/1/2021 11:00,18,10,6,5,
Hà Nội,11/1/2021 11:00,43,26,22,6,
Hà Nội,11/1/2021 12:00,26,19,15,5,
Đà Nẵng,11/1/2021 13:00,21,12,15,1,12
Nha Trang,11/1/2021 12:00,,,1,3,7
Hà Nội,11/1/2021 11:00,28,28,11,5,
Hà Nội,11/1/2021 11:00,24,19,16,4,
Hà Nội,11/1/2021 8:00,40,44,23,22,
Hà Nội,11/1/2021 11:00,24,19,,5,
Cao Bằng,11/1/2021 13:00,23,17,,,2
Hồ Chí Minh ,11/4/2021 4:00,9,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,11/4/2021 7:00,87,,19.2,0.3,5.6
Gia Lai,11/4/2021 8:00,17,13,2,1,1
Thừa Thiên Huế,11/4/2021 8:00,,,,20,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,11/4/2021 8:00,2,1,1,44,500
Hạ Long,11/4/2021 8:00,,,17,,
Quảng Ninh,11/4/2021 8:00,46,44,24,10,35
Bắc Ninh,10/19/2021 11:00,24,17,2,2,22
Bắc Ninh,11/4/2021 8:00,,,1,7,6
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,11/3/2021 20:00,62,34,23,15,
Hà Nội,11/3/2021 20:00,121,76,48,64,
Hà Nội,11/4/2021 7:00,65,56,17,5,
Đà Nẵng,11/4/2021 8:00,38,26,24,7,13
Nha Trang,11/4/2021 7:00,,,1,5,7
Hà Nội,11/3/2021 17:00,103,72,44,21,
Hà Nội,11/3/2021 20:00,72,42,47,20,
Hà Nội,11/3/2021 20:00,109,83,46,33,
Hà Nội,11/3/2021 20:00,72,52,,39,
Cao Bằng,11/3/2021 17:00,21,54,,,5
Hồ Chí Minh ,11/7/2021 10:00,78,,,,
Hà Nội,8/17/2021 22:00,52,,,,
Hà Nội,11/7/2021 10:00,68,,10.1,0.1,5.6
Gia Lai,11/7/2021 10:00,27,21,2,1,1
Thừa Thiên Huế,11/7/2021 10:00,,,,8,
Hà Nội,10/7/2021 8:00,,,,10,
Bắc Ninh,6/28/2021 22:00,67,53,12,5,9
Lào Cai,11/7/2021 10:00,,1,1,45,500
Hạ Long,11/7/2021 10:00,,,13,,
Quảng Ninh,11/7/2021 10:00,19,21,10,12,25
Bắc Ninh,11/7/2021 10:00,,,5,1,10
Bắc Ninh,11/7/2021 10:00,,,,5,6
Hà Nội,4/27/2021 15:00,91,65,37,29,
Hà Nội,11/7/2021 8:00,41,24,2,2,
Hà Nội,11/7/2021 8:00,54,40,25,5,
Hà Nội,11/7/2021 9:00,43,48,7,3,
Đà Nẵng,11/7/2021 10:00,45,32,12,3,12
Nha Trang,11/7/2021 9:00,,,1,2,9
